vertex_id:int,label_id:int,attr:string,rand:int
1115462,1,Sanpasaurus,5
1115510,1,Sauroplites,9
1115512,1,Siamosaurus,6
1115541,1,Spondylosoma,2
1115550,1,Stephanosaurus,8
1115551,1,Stegosaurides,8
1116140,1,Ferganasaurus,5
1116154,1,Fulgurotherium,7
1116317,1,Drepanophycus,0
1116358,1,Asteroxylon,2
1117208,1,Bienosaurus,2
1117223,1,Bainoceratops,9
1117229,1,Euskelosaurus,1
1117261,1,Brasileosaurus,3
1117272,1,Claorhynchus,8
1117273,1,Chondrosteosaurus,1
1117329,1,Eucamerotus,3
1117386,1,Gyposaurus,7
1117710,1,Telmatosaurus,6
1117717,1,Ischyrosaurus,1
1117764,1,Laplatasaurus,4
1117766,1,Morinosaurus,9
1117768,1,Neosodon,2
1117769,1,Hypsibema,0
1117771,1,Oplosaurus,1
